huiwe	phrase-prefix
huiwen	phrase-full
huix	phrase-prefix
huixi	phrase-prefix
huixin	phrase-prefix
huixing	phrase-prefix
huixingh	phrase-prefix
huixinghu	phrase-prefix
huixinghui	phrase-prefix
huixinghuis	phrase-prefix
huixinghuish	phrase-prefix
huixinghuishe	phrase-prefix
huixinghuishen	phrase-prefix
huixinghuisheng	phrase-full
huiy	phrase-prefix
huiyu	phrase-prefix
huiyua	phrase-prefix
huiyuan	phrase-prefix
huiyuand	phrase-prefix
huiyuanda	phrase-prefix
huiyuandah	phrase-prefix
huiyuandahu	phrase-prefix
huiyuandahui	phrase-full
huiz	phrase-prefix
huizh	phrase-prefix
huizhi	phrase-full
huj	phrase-prefix
huji	phrase-prefix
hujia	phrase-prefix
hujiao	phrase-full
hul	phrase-prefix
huli	phrase-full
hulu	phrase-prefix
huluo	phrase-prefix
huluop	phrase-prefix
huluopi	phrase-prefix
huluopin	phrase-prefix
huluoping	phrase-prefix
huluopingy	phrase-prefix
huluopingya	phrase-prefix
huluopingyan	phrase-prefix
huluopingyang	phrase-prefix
huluopingyangb	phrase-prefix
huluopingyangbe	phrase-prefix
huluopingyangbei	phrase-prefix
huluopingyangbeiq	phrase-prefix
huluopingyangbeiqu	phrase-prefix
huluopingyangbeiqua	phrase-prefix
huluopingyangbeiquan	phrase-prefix
huluopingyangbeiquanq	phrase-prefix
huluopingyangbeiquanqi	phrase-full
hum	adjacent-key
hun	adjacent-key,missing-letter,phrase-prefix,syllable
huna	phrase-prefix,transposed-letters
hunag	transposed-letters
hunan	phrase-full
hung	missing-letter
hunh	phrase-prefix
hunhe	phrase-prefix
hunhej	phrase-prefix
hunheji	phrase-prefix
hunhejie	phrase-prefix
hunhejieg	phrase-prefix
hunhejiego	phrase-prefix
hunhejiegou	phrase-full
huo	adjacent-key,missing-letter,phrase-prefix,syllable,transposed-letters
huoc	phrase-prefix
huoch	phrase-prefix
huoche	phrase-full
huok	phrase-prefix
huoka	phrase-prefix
huokao	phrase-prefix
huokaol	phrase-prefix
huokaoli	phrase-prefix
huokaolia	phrase-prefix
huokaolian	phrase-prefix
huokaoliang	phrase-prefix
huokaoliangc	phrase-prefix
huokaoliangch	phrase-prefix
huokaoliangchi	phrase-full
huol	phrase-prefix
huole	phrase-full
huos	phrase-prefix
huose	phrase-full
huosh	phrase-prefix
huoshu	phrase-prefix
huoshua	phrase-prefix
huoshuan	phrase-full
huosi	phrase-prefix
huosir	phrase-prefix
huosire	phrase-prefix
huosiren	phrase-full
huow	phrase-prefix
huowu	phrase-full
huoz	phrase-prefix
huoza	phrase-prefix
huozai	phrase-prefix
huozaib	phrase-prefix
huozaiba	phrase-prefix
huozaibao	phrase-prefix
huozaibaox	phrase-prefix
huozaibaoxi	phrase-prefix
huozaibaoxia	phrase-prefix
huozaibaoxian	phrase-full
hup	adjacent-key
hus	adjacent-key,phrase-prefix
hush	phrase-prefix
hushi	phrase-full
husi	adjacent-key
husn	adjacent-key
husng	adjacent-key
hut	phrase-prefix
hutu	phrase-full,phrase-prefix
hutuz	phrase-prefix
hutuzh	phrase-prefix
hutuzha	phrase-prefix
hutuzhan	phrase-prefix
hutuzhang	phrase-full
huu	adjacent-key
huz	phrase-prefix
huzh	phrase-prefix
huzhu	phrase-prefix
huzhuh	phrase-prefix
huzhuhe	phrase-prefix
huzhuhez	phrase-prefix
huzhuhezu	phrase-prefix
huzhuhezuo	phrase-full
hw	adjacent-key,phrase-initial
hwang	phrase-mixed
hwei	phrase-mixed
hweig	phrase-mixed
hwen	phrase-mixed
hwg	phrase-initial
hwi	adjacent-key
hwn	adjacent-key
hwng	adjacent-key
hwu	phrase-mixed
hx	phrase-initial
hxhs	phrase-initial
hxian	phrase-mixed
hxiangq	phrase-mixed
hxinghsheng	phrase-mixed
hxq	phrase-initial
hxuex	phrase-mixed
hxun	phrase-mixed
hxx	phrase-initial
hy	adjacent-key,phrase-initial
hya	adjacent-key
hyafhua	phrase-mixed
hyai	adjacent-key
hyan	adjacent-key
hyang	adjacent-key
hydh	phrase-initial
hyfh	phrase-initial
hyi	adjacent-key,phrase-mixed
hyin	phrase-mixed
hying	phrase-mixed
hym	phrase-initial
hyn	adjacent-key
hyo	adjacent-key
hyou	phrase-mixed
hyuan	phrase-mixed
hyuandhui	phrase-mixed
hyuanm	phrase-mixed
hyun	phrase-mixed
hz	phrase-initial
hza	transposed-letters
hzai	transposed-letters
hzaibxian	phrase-mixed
hzan	transposed-letters
hzang	transposed-letters
hzao	transposed-letters
hzbx	phrase-initial
hzdlqt	phrase-initial
hze	transposed-letters
hzei	transposed-letters
hzen	transposed-letters
hzeng	transposed-letters
hzhang	phrase-mixed
hzhaoj	phrase-mixed
hzhenzke	phrase-mixed
hzhi	phrase-mixed
hzhong	phrase-mixed
hzhonghqi	phrase-mixed
hzhq	phrase-initial
hzhuhzuo	phrase-mixed
hzhz	phrase-initial
hzi	transposed-letters
hzidliqting	phrase-mixed
hziqting	phrase-mixed
hzj	phrase-initial
hzong	transposed-letters
hzou	transposed-letters
hzqt	phrase-initial
hzu	transposed-letters
hzua	transposed-letters
hzuai	transposed-letters
hzuan	transposed-letters
hzuang	transposed-letters
hzui	transposed-letters
hzun	transposed-letters
hzuo	transposed-letters
hzzk	phrase-initial
i	adjacent-key,missing-letter
ia	missing-letter,transposed-letters
ian	missing-letter
iang	missing-letter
iao	missing-letter
ib	transposed-letters
iban	transposed-letters
ibang	transposed-letters
ibao	transposed-letters
ibe	transposed-letters
ibn	transposed-letters
ibng	transposed-letters
ic	transposed-letters
id	transposed-letters
ida	transposed-letters
idan	transposed-letters
idao	transposed-letters
ide	transposed-letters
idng	transposed-letters
idu	transposed-letters
ie	missing-letter,transposed-letters
ifao	transposed-letters
ij	transposed-letters
ija	transposed-letters
ijan	transposed-letters
ijang	transposed-letters
ijao	transposed-letters
ije	transposed-letters
ijn	transposed-letters
ijng	transposed-letters
ijong	transposed-letters
iju	transposed-letters
il	transposed-letters
ila	transposed-letters
ilan	transposed-letters
ilang	transposed-letters
ilao	transposed-letters
ile	transposed-letters
iln	transposed-letters
ilng	transposed-letters
ilu	transposed-letters
im	transposed-letters
iman	transposed-letters
imao	transposed-letters
ime	transposed-letters
imn	transposed-letters
imng	transposed-letters
imu	transposed-letters
in	missing-letter,transposed-letters
inan	transposed-letters
inang	transposed-letters
inao	transposed-letters
ine	transposed-letters
ing	missing-letter
inn	transposed-letters
inng	transposed-letters
inu	transposed-letters
iong	missing-letter
ip	transposed-letters
ipa	transposed-letters
ipan	transposed-letters
ipao	transposed-letters
ipe	transposed-letters
ipn	transposed-letters
ipng	transposed-letters
iq	transposed-letters
iqa	transposed-letters
iqan	transposed-letters
iqang	transposed-letters
iqao	transposed-letters
iqe	transposed-letters
iqn	transposed-letters
iqng	transposed-letters
iqong	transposed-letters
iqu	transposed-letters
ir	transposed-letters
is	transposed-letters
it	transposed-letters
itan	transposed-letters
itao	transposed-letters
ite	transposed-letters
itng	transposed-letters
iu	adjacent-key,missing-letter
ix	transposed-letters
ixa	transposed-letters
ixan	transposed-letters
ixang	transposed-letters
ixao	transposed-letters
ixe	transposed-letters
ixn	transposed-letters
ixng	transposed-letters
ixong	transposed-letters
ixu	transposed-letters
iy	transposed-letters
iyn	transposed-letters
iyng	transposed-letters
iz	transposed-letters
j	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
ja	adjacent-key,missing-letter
jai	adjacent-key,transposed-letters
jain	transposed-letters
jaing	transposed-letters
jaio	transposed-letters
jan	adjacent-key,missing-letter
jang	adjacent-key,missing-letter
jao	adjacent-key,missing-letter
jaun	transposed-letters
jb	phrase-initial
jban	phrase-mixed
jbei	phrase-mixed
jbeij	phrase-mixed
jbiao	phrase-mixed
jbing	phrase-mixed
jbj	phrase-initial
jbl	phrase-initial
jbu	phrase-mixed
jbul	phrase-mixed
jc	phrase-initial
jcao	phrase-mixed
jchas	phrase-mixed
jchu	phrase-mixed
jcong	phrase-mixed
jcs	phrase-initial
jcun	phrase-mixed
jd	phrase-initial
jdaizsi	phrase-mixed
jdang	phrase-mixed
jdaoj	phrase-mixed
jdian	phrase-mixed
jdingl	phrase-mixed
jdingxxin	phrase-mixed
jdj	phrase-initial
jdl	phrase-initial
jdxx	phrase-initial
jdzs	phrase-initial
je	adjacent-key,missing-letter
jei	adjacent-key,transposed-letters
jen	adjacent-key
jeng	adjacent-key
jeu	transposed-letters
jf	phrase-initial
jfan	phrase-mixed
jfang	phrase-mixed
jfeng	phrase-mixed
jfengzqiuscun	phrase-mixed
jfjs	phrase-initial
jfu	phrase-mixed
jfujshi	phrase-mixed
jfzqsc	phrase-initial
jg	phrase-initial
jgan	phrase-mixed
jgansjing	phrase-mixed
jgb	phrase-initial
jge	phrase-mixed
jgeb	phrase-mixed
jgong	phrase-mixed
jgsj	phrase-initial
jguai	phrase-mixed
jguan	phrase-mixed
jguo	phrase-mixed
jh	phrase-initial
jhao	phrase-mixed
jhengl	phrase-mixed
jhf	phrase-initial
jhl	phrase-initial
jhouf	phrase-mixed
jhqj	phrase-initial
jhsc	phrase-initial
jhu	phrase-mixed
jhuangscuo	phrase-mixed
jhui	phrase-mixed
jhuil	phrase-mixed
jhuizyou	phrase-mixed
jhuoqjie	phrase-mixed
jhzy	phrase-initial
ji	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
jia	missing-letter,phrase-prefix,syllable,syllable-prefix
jiab	adjacent-key
jiabg	adjacent-key
jiac	phrase-prefix
jiach	phrase-prefix
jiachu	phrase-full
jiad	phrase-prefix
jiada	phrase-prefix
jiadai	phrase-prefix
jiadaiz	phrase-prefix
jiadaizo	phrase-prefix
jiadaizou	phrase-prefix
jiadaizous	phrase-prefix
jiadaizousi	phrase-full
jiaf	phrase-prefix
jiafe	phrase-prefix
jiafen	phrase-prefix
jiafeng	phrase-prefix
jiafengz	phrase-prefix
jiafengzh	phrase-prefix
jiafengzho	phrase-prefix
jiafengzhon	phrase-prefix
jiafengzhong	phrase-prefix
jiafengzhongq	phrase-prefix
jiafengzhongqi	phrase-prefix
jiafengzhongqiu	phrase-prefix
jiafengzhongqius	phrase-prefix
jiafengzhongqiush	phrase-prefix
jiafengzhongqiushe	phrase-prefix
jiafengzhongqiushen	phrase-prefix
jiafengzhongqiusheng	phrase-prefix
jiafengzhongqiushengc	phrase-prefix
jiafengzhongqiushengcu	phrase-prefix
jiafengzhongqiushengcun	phrase-full
jiag	missing-letter,phrase-prefix
jiage	phrase-prefix
jiageb	phrase-prefix
jiagebi	phrase-prefix
jiagebia	phrase-prefix
jiagebiao	phrase-full
jiagn	transposed-letters
jiagu	phrase-prefix
jiaguo	phrase-full
jiah	phrase-prefix
jiahu	phrase-prefix
jiahui	phrase-full
jiai	adjacent-key
jial	phrase-prefix
jiali	phrase-prefix
jialin	phrase-full
jiam	adjacent-key
jiamg	adjacent-key
jian	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
jianc	phrase-prefix
jianch	phrase-prefix
jiancha	phrase-prefix
jianchas	phrase-prefix
jianchash	phrase-prefix
jianchashu	phrase-full
jiand	phrase-prefix
jianda	phrase-prefix
jiandao	phrase-prefix
jiandaoj	phrase-prefix
jiandaoji	phrase-prefix
jiandaojia	phrase-prefix
jiandaojiao	phrase-full
jiandi	phrase-prefix
jiandin	phrase-prefix
jianding	phrase-prefix
jiandingx	phrase-prefix
jiandingxi	phrase-prefix
jiandingxin	phrase-prefix
jiandingxinx	phrase-prefix
jiandingxinxi	phrase-prefix
jiandingxinxin	phrase-full
jianf	adjacent-key,phrase-prefix
jianfa	phrase-prefix
jianfan	phrase-full
jiang	phrase-prefix,syllable
jiangj	phrase-prefix
jiangji	phrase-prefix
jiangjia	phrase-prefix
jiangjian	phrase-prefix
jiangjiang	phrase-prefix
jiangjiangh	phrase-prefix
jiangjianghu	phrase-prefix
jiangjianghua	phrase-full
jiangl	phrase-prefix
jiangli	phrase-prefix
jianglin	phrase-prefix
jiangling	phrase-full
jiangm	phrase-prefix
jiangmi	phrase-prefix
jiangmin	phrase-prefix
jiangming	phrase-full
jianh	adjacent-key
jiani	phrase-prefix
jiania	phrase-prefix
jianian	phrase-prefix
jianiang	phrase-full
jianj	phrase-prefix
jianji	phrase-prefix
jianjia	phrase-prefix
jianjian	phrase-prefix
jianjiand	phrase-prefix
jianjianda	phrase-prefix
jianjiandan	phrase-prefix
jianjiandand	phrase-prefix
jianjiandanda	phrase-prefix
jianjiandandan	phrase-full
jianjianz	phrase-prefix
jianjianzh	phrase-prefix
jianjianzhu	phrase-prefix
jianjianzhua	phrase-prefix
jianjianzhuan	phrase-prefix
jianjianzhuanl	phrase-prefix
jianjianzhuanli	phrase-prefix
jianjianzhuanlia	phrase-prefix
jianjianzhuanlian	phrase-prefix
jianjianzhuanliang	phrase-full
jianjiao	phrase-full
jiank	phrase-prefix
jianko	phrase-prefix
jiankon	phrase-prefix
jiankong	phrase-full
jiankou	phrase-prefix
jiankour	phrase-prefix
jiankouru	phrase-prefix
jiankourup	phrase-prefix
jiankourupi	phrase-prefix
jiankourupin	phrase-prefix
jiankouruping	phrase-full
jianl	phrase-prefix
jianle	phrase-prefix
jianlen	phrase-prefix
jianleng	phrase-prefix
jianlengj	phrase-prefix
jianlengji	phrase-prefix
jianlengjia	phrase-prefix
jianlengjian	phrase-prefix
jianlengjianj	phrase-prefix
jianlengjianji	phrase-prefix
jianlengjianjia	phrase-prefix
jianlengjianjiao	phrase-full
jianq	phrase-prefix
jianqi	phrase-prefix
jianqie	phrase-full
jianr	phrase-prefix
jianru	phrase-prefix
jianruo	phrase-prefix
jianruod	phrase-prefix
jianruoda	phrase-prefix
jianruodao	phrase-full
jians	phrase-prefix
jiansh	phrase-prefix
jianshi	phrase-full
jiant	phrase-prefix
jianta	phrase-prefix
jiantan	phrase-full
jianw	phrase-prefix
jianwe	phrase-prefix
jianwei	phrase-prefix
jianweix	phrase-prefix
jianweixi	phrase-prefix
jianweixia	phrase-prefix
jianweixian	phrase-full
jianx	phrase-prefix
jianxu	phrase-prefix
jianxun	phrase-full
jiao	phrase-prefix,syllable
jiaob	phrase-prefix
jiaobu	phrase-prefix
jiaobul	phrase-prefix
jiaobuli	phrase-prefix
jiaobulia	phrase-prefix
jiaobuliao	phrase-full
jiaof	phrase-prefix
jiaofu	phrase-prefix
jiaofuj	phrase-prefix
jiaofuji	phrase-prefix
jiaofujia	phrase-prefix
jiaofujian	phrase-prefix
jiaofujians	phrase-prefix
jiaofujiansh	phrase-prefix
jiaofujianshi	phrase-full
jiaog	phrase-prefix
jiaoga	phrase-prefix
jiaogan	phrase-prefix
jiaogans	phrase-prefix
jiaogansh	phrase-prefix
jiaoganshe	phrase-prefix
jiaoganshen	phrase-prefix
jiaoganshenj	phrase-prefix
jiaoganshenji	phrase-prefix
jiaoganshenjin	phrase-prefix
jiaoganshenjing	phrase-full
jiaoj	phrase-prefix
jiaoju	phrase-prefix
jiaojua	phrase-prefix
jiaojuan	phrase-full
jiaok	phrase-prefix
jiaoke	phrase-full
jiaol	phrase-prefix
jiaolu	phrase-prefix
jiaoluo	phrase-prefix
jiaoluol	phrase-prefix
jiaoluoli	phrase-full
jiaos	phrase-prefix
jiaosh	phrase-prefix
jiaoshu	phrase-prefix
jiaoshui	phrase-full
jiaot	phrase-prefix
jiaoti	phrase-prefix
jiaotia	phrase-prefix
jiaotiao	phrase-full
jiaow	phrase-prefix
jiaowe	phrase-prefix
jiaowei	phrase-prefix
jiaoweif	phrase-prefix
jiaoweifa	phrase-prefix
jiaoweifan	phrase-full
jiaoy	phrase-prefix
jiaoyu	phrase-prefix
jiaoyuj	phrase-prefix
jiaoyuji	phrase-prefix
jiaoyujie	phrase-full
jiaoz	phrase-prefix
jiaozh	phrase-prefix
jiaozha	phrase-prefix
jiaozhan	phrase-prefix
jiaozhant	phrase-prefix
jiaozhantu	phrase-full
jiap	adjacent-key
jiaq	phrase-prefix
jiaqi	phrase-prefix
jiaqia	phrase-prefix
jiaqiao	phrase-full
jias	phrase-prefix
jiash	phrase-prefix
jiashi	phrase-full
jiat	phrase-prefix
jiati	phrase-prefix
jiatin	phrase-prefix
jiating	phrase-prefix
jiatingz	phrase-prefix
jiatingzh	phrase-prefix
jiatingzhu	phrase-prefix
jiatingzhuf	phrase-prefix
jiatingzhufu	phrase-full
jiax	phrase-prefix
jiaxu	phrase-prefix
jiaxua	phrase-prefix
jiaxuan	phrase-prefix
jiaxuanf	phrase-prefix
jiaxuanfa	phrase-full
jiaz	phrase-prefix
jiazh	phrase-prefix
jiazhu	phrase-full,phrase-prefix
jiazhua	phrase-prefix
jiazhuan	phrase-prefix
jiazhuang	phrase-full,phrase-prefix
jiazhuangx	phrase-prefix
jiazhuangxi	phrase-prefix
jiazhuangxia	phrase-prefix
jiazhuangxian	phrase-prefix
jiazhuangxianz	phrase-prefix
jiazhuangxianzh	phrase-prefix
jiazhuangxianzho	phrase-prefix
jiazhuangxianzhon	phrase-prefix
jiazhuangxianzhong	phrase-full
jiazhuh	phrase-prefix
jiazhuha	phrase-prefix
jiazhuhao	phrase-full
jib	adjacent-key
jibg	adjacent-key
jic	phrase-prefix
jicu	phrase-prefix
jicun	phrase-full
jie	adjacent-key,phrase-prefix,syllable
jief	phrase-prefix
jiefa	phrase-prefix
jiefan	phrase-prefix
jiefang	phrase-full
jieh	phrase-prefix
jiehu	phrase-prefix
jiehui	phrase-prefix
jiehuil	phrase-prefix
jiehuila	phrase-prefix
jiehuilai	phrase-full
jiehuo	phrase-prefix
jiehuoq	phrase-prefix
jiehuoqi	phrase-prefix
jiehuoqia	phrase-prefix
jiehuoqian	phrase-prefix
jiehuoqiang	phrase-prefix
jiehuoqiangj	phrase-prefix
jiehuoqiangji	phrase-prefix
jiehuoqiangjie	phrase-full
jiej	phrase-prefix
jieji	phrase-prefix
jiejin	phrase-prefix
jiejind	phrase-prefix
jiejinda	phrase-prefix
jiejindao	phrase-full
jier	phrase-prefix
jiere	phrase-prefix
jieren	phrase-full
jies	phrase-prefix
jiesh	phrase-prefix
jiesha	phrase-prefix
jieshao	phrase-prefix
jieshaof	phrase-prefix
jieshaofe	phrase-prefix
jieshaofei	phrase-full
jieshe	phrase-prefix
jieshen	phrase-prefix
jiesheng	phrase-prefix
jieshengx	phrase-prefix
jieshengxi	phrase-prefix
jieshengxia	phrase-prefix
jieshengxial	phrase-prefix
jieshengxiala	phrase-prefix
jieshengxialai	phrase-full
jiet	phrase-prefix
jieti	phrase-prefix
jietin	phrase-prefix
jieting	phrase-full
jiey	phrase-prefix
jieya	phrase-prefix
jieyan	phrase-prefix
jieyana	phrase-prefix
jieyanan	phrase-full
jieyi	phrase-prefix
jieyin	phrase-prefix
jieying	phrase-prefix
jieyingb	phrase-prefix
jieyingbu	phrase-prefix
jieyingbux	phrase-prefix
jieyingbuxi	phrase-prefix
jieyingbuxia	phrase-full
jieyu	phrase-prefix
jieyua	phrase-prefix
jieyuan	phrase-full
jif	phrase-prefix
jife	phrase-prefix
jifen	phrase-prefix
jifeng	phrase-full
jig	missing-letter,phrase-prefix
jiga	phrase-prefix
jigan	phrase-full
jign	transposed-letters
jigo	phrase-prefix
jigon	phrase-prefix
jigong	phrase-full
jih	phrase-prefix
jiha	phrase-prefix
jihao	phrase-full
jiho	phrase-prefix
jihou	phrase-prefix
jihouf	phrase-prefix
jihoufe	phrase-prefix
jihoufen	phrase-prefix
jihoufeng	phrase-full
jihu	phrase-prefix
jihui	phrase-prefix
jihuiz	phrase-prefix
jihuizi	phrase-prefix
jihuiziy	phrase-prefix
jihuiziyo	phrase-prefix
jihuiziyou	phrase-full
jii	adjacent-key
jiing	adjacent-key
jij	phrase-prefix
jiji	phrase-prefix
jijin	phrase-prefix
jijing	phrase-full
jik	phrase-prefix
jike	phrase-prefix
jikeq	phrase-prefix
jikeqi	phrase-full
jil	phrase-prefix
jile	phrase-prefix
jilei	phrase-full
jili	phrase-full,phrase-prefix
jilia	phrase-prefix
jilian	phrase-prefix
jiliang	phrase-full
jilu	phrase-prefix
jiluh	phrase-prefix
jiluha	phrase-prefix
jiluhao	phrase-full
jim	adjacent-key,phrase-prefix
jimg	adjacent-key
jimi	phrase-prefix
jimin	phrase-prefix
jiming	phrase-prefix
jimingt	phrase-prefix
jimingto	phrase-prefix
jimingtou	phrase-prefix
jimingtoup	phrase-prefix
jimingtoupi	phrase-prefix
jimingtoupia	phrase-prefix
jimingtoupiao	phrase-full
jin	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
jina	transposed-letters
jinag	transposed-letters
jinb	phrase-prefix
jinbe	phrase-prefix
jinbei	phrase-prefix
jinbeij	phrase-prefix
jinbeiji	phrase-prefix
jinbeijiu	phrase-full
jinbi	phrase-prefix
jinbin	phrase-prefix
jinbing	phrase-full
jinc	phrase-prefix
jinca	phrase-prefix
jincao	phrase-full
jine	phrase-prefix
jinen	phrase-prefix
jineng	phrase-prefix
jinengj	phrase-prefix
jinengji	phrase-prefix
jinengjia	phrase-prefix
jinengjian	phrase-prefix
jinengjiand	phrase-prefix
jinengjiandi	phrase-prefix
jinengjiandin	phrase-prefix
jinengjianding	phrase-full
jinf	adjacent-key
jing	missing-letter,phrase-prefix,syllable
jingb	phrase-prefix
jingbe	phrase-prefix
jingbei	phrase-full
jingbi	phrase-prefix
jingbia	phrase-prefix
jingbiao	phrase-full
jingf	phrase-prefix
jingfu	phrase-full
jingg	phrase-prefix
jingga	phrase-prefix
jinggan	phrase-full
jinggu	phrase-prefix
jinggua	phrase-prefix
jingguai	phrase-full
jingh	phrase-prefix
jinghu	phrase-prefix
jinghua	phrase-prefix
jinghuan	phrase-prefix
jinghuang	phrase-prefix
jinghuangs	phrase-prefix
jinghuangsh	phrase-prefix
jinghuangshi	phrase-prefix
jinghuangshic	phrase-prefix
jinghuangshicu	phrase-prefix
jinghuangshicuo	phrase-full
jingl	phrase-prefix
jingli	phrase-full
jings	phrase-prefix
jingsh	phrase-prefix
jingshi	phrase-full
jingx	phrase-prefix
jingxi	phrase-full,phrase-prefix
jingxin	phrase-full
jingy	phrase-prefix
jingyo	phrase-prefix
jingyon	phrase-prefix
jingyong	phrase-full
jingz	phrase-prefix
jingza	phrase-prefix
jingzan	phrase-full
jinh	adjacent-key,phrase-prefix
jinhu	phrase-full
jinj	phrase-prefix
jinji	phrase-prefix
jinjiz	phrase-prefix
jinjizh	phrase-prefix
jinjizhi	phrase-prefix
jinjizhid	phrase-prefix
jinjizhido	phrase-prefix
jinjizhidon	phrase-prefix
jinjizhidong	phrase-full
jinju	phrase-prefix
jinjue	phrase-full
jinjul	phrase-prefix
jinjuli	phrase-full
jinog	transposed-letters
jinq	phrase-prefix
jinqu	phrase-prefix
jinqux	phrase-prefix
jinquxi	phrase-prefix
jinquxin	phrase-full
jins	phrase-prefix
jinse	phrase-prefix
jinses	phrase-prefix
jinsesa	phrase-prefix
jinsesan	phrase-prefix
jinsesanm	phrase-prefix
jinsesanma	phrase-prefix
jinsesanmai	phrase-full
jinsh	phrase-prefix
jinsha	phrase-full
jinsho	phrase-prefix
jinshou	phrase-prefix
jinshouz	phrase-prefix
jinshouzh	phrase-prefix
jinshouzhu	phrase-full
jinshu	phrase-prefix
jinshuq	phrase-prefix
jinshuqi	phrase-prefix
jinshuqim	phrase-prefix
jinshuqimi	phrase-prefix
jinshuqimin	phrase-full
jinsi	phrase-prefix
jinsig	phrase-prefix
jinsiga	phrase-prefix
jinsigao	phrase-full
jinz	phrase-prefix
jinzh	phrase-prefix
jinzho	phrase-prefix
jinzhon	phrase-prefix
jinzhong	phrase-prefix
