input	hiragana	katakana	consumed
gingami	ぎんがみ	ギンガミ	0
giniro	ぎにろ	ギニロ	0
ginka	ぎんか	ギンカ	0
ginkou	ぎんこう	ギンコウ	0
ginm	ぎん	ギン	3
ginmi	ぎんみ	ギンミ	0
ginmisegatakai	ぎんみせがたかい	ギンミセガタカイ	0
ginou	ぎのう	ギノウ	0
ginpai	ぎんぱい	ギンパイ	0
ginza	ぎんざ	ギンザ	0
gipusu	ぎぷす	ギプス	0
gir	ぎ	ギ	2
gira	ぎら	ギラ	0
girag	ぎら	ギラ	4
giragi	ぎらぎ	ギラギ	0
giragir	ぎらぎ	ギラギ	6
giragira	ぎらぎら	ギラギラ	0
giragirakenei	ぎらぎらけねい	ギラギラケネイ	0
girei	ぎれい	ギレイ	0
giri	ぎり	ギリ	0
girigiri	ぎりぎり	ギリギリ	0
girisha	ぎりしゃ	ギリシャ	0
girochin	ぎろちん	ギロチン	0
giron	ぎろん	ギロン	0
girudo	ぎるど	ギルド	0
gis	ぎ	ギ	2
gisei	ぎせい	ギセイ	0
giseisha	ぎせいしゃ	ギセイシャ	0
giseki	ぎせき	ギセキ	0
gish	ぎ	ギ	2
gishi	ぎし	ギシ	0
gishik	ぎし	ギシ	5
gishiki	ぎしき	ギシキ	0
gishikidoutou	ぎしきどうとう	ギシキドウトウ	0
gishin	ぎしん	ギシン	0
gishou	ぎしょう	ギショウ	0
gisou	ぎそう	ギソウ	0
gisshiri	ぎっしり	ギッシリ	0
gitaa	ぎたあ	ギタア	0
gitarisuto	ぎたりすと	ギタリスト	0
gitei	ぎてい	ギテイ	0
giteisho	ぎていしょ	ギテイショ	0
givye	ぎゔぇ	ギヴェ	0
giwaku	ぎわく	ギワク	0
giyuu	ぎゆう	ギユウ	0
gizagiza	ぎざぎざ	ギザギザ	0
gizou	ぎぞう	ギゾウ	0
go	ご	ゴ	0
gob	ご	ゴ	2
goba	ごば	ゴバ	0
goban	ごばん	ゴバン	0
gobanmonogatari	ごばんものがたり	ゴバンモノガタリ	0
gobu	ごぶ	ゴブ	0
gobusata	ごぶさた	ゴブサタ	0
gochisou	ごちそう	ゴチソウ	0
gochisousama	ごちそうさま	ゴチソウサマ	0
gochisousamadeshita	ごちそうさまでした	ゴチソウサマデシタ	0
goddofuaazaa	ごっどふああざあ	ゴッドフアアザア	0
goei	ごえい	ゴエイ	0
goenryokudasai	ごえんりょください	ゴエンリョクダサイ	0
goetsudoushuu	ごえつどうしゅう	ゴエツドウシュウ	0
gofuku	ごふく	ゴフク	0
gog	ご	ゴ	2
goga	ごが	ゴガ	0
gogaku	ごがく	ゴガク	0
gogan	ごがん	ゴガン	0
goganwakatsu	ごがんわかつ	ゴガンワカツ	0
gogatsu	ごがつ	ゴガツ	0
gogen	ごげん	ゴゲン	0
gogo	ごご	ゴゴ	0
gohan	ごはん	ゴハン	0
gohou	ごほう	ゴホウ	0
gohoubi	ごほうび	ゴホウビ	0
goi	ごい	ゴイ	0
goji	ごじ	ゴジ	0
gojitsu	ごじつ	ゴジツ	0
gojo	ごじょ	ゴジョ	0
gojuu	ごじゅう	ゴジュウ	0
gojuuon	ごじゅうおん	ゴジュウオン	0
gojuusantsugi	ごじゅうさんつぎ	ゴジュウサンツギ	0
gokai	ごかい	ゴカイ	0
gokaku	ごかく	ゴカク	0
gokan	ごかん	ゴカン	0
goken	ごけん	ゴケン	0
goki	ごき	ゴキ	0
gokiburi	ごきぶり	ゴキブリ	0
gokkan	ごっかん	ゴッカン	0
gokoku	ごこく	ゴコク	0
goku	ごく	ゴク	0
gokuchuu	ごくちゅう	ゴクチュウ	0
gokuhi	ごくひ	ゴクヒ	0
gokujou	ごくじょう	ゴクジョウ	0
gokuraku	ごくらく	ゴクラク	0
gokurousama	ごくろうさま	ゴクロウサマ	0
gokyouryoku	ごきょうりょく	ゴキョウリョク	0
goma	ごま	ゴマ	0
gomakasu	ごまかす	ゴマカス	0
gomen	ごめん	ゴメン	0
gomenkudasai	ごめんください	ゴメンクダサイ	0
gomi	ごみ	ゴミ	0
gomibako	ごみばこ	ゴミバコ	0
gomu	ごむ	ゴム	0
gondora	ごんどら	ゴンドラ	0
gongu	ごんぐ	ゴング	0
gonin	ごにん	ゴニン	0
goo	ごお	ゴオ	0
googuru	ごおぐる	ゴオグル	0
goojasu	ごおじゃす	ゴオジャス	0
gookaato	ごおかあと	ゴオカアト	0
goor	ごお	ゴオ	3
gooru	ごおる	ゴオル	0
gooruden	ごおるでん	ゴオルデン	0
goorudenawaa	ごおるでなわあ	ゴオルデナワア	0
goorudentaimu	ごおるでんたいむ	ゴオルデンタイム	0
goorudenuiiku	ごおるでぬいいく	ゴオルデヌイイク	0
goorudo	ごおるど	ゴオルド	0
gooruin	ごおるいん	ゴオルイン	0
goorukiipaa	ごおるきいぱあ	ゴオルキイパア	0
goorurain	ごおるらいん	ゴオルライン	0
goorusanka	ごおるさんか	ゴオルサンカ	0
goosain	ごおさいん	ゴオサイン	0
goosuto	ごおすと	ゴオスト	0
goosutotaun	ごおすとたうん	ゴオストタウン	0
gor	ご	ゴ	2
gora	ごら	ゴラ	0
goraku	ごらく	ゴラク	0
goran	ごらん	ゴラン	0
gorann	ごらんん	ゴランン	0
goranni	ごらんに	ゴランニ	0
gorannin	ごらんにん	ゴランニン	0
gorannina	ごらんにな	ゴランニナ	0
goranninar	ごらんにな	ゴランニナ	9
goranninaru	ごらんになる	ゴランニナル	0
goranninarutsutomeru	ごらんになるつとめる	ゴランニナルツトメル	0
gorenraku	ごれんらく	ゴレンラク	0
gorin	ごりん	ゴリン	0
gorira	ごりら	ゴリラ	0
goro	ごろ	ゴロ	0
gorogoro	ごろごろ	ゴロゴロ	0
gorufu	ごるふ	ゴルフ	0
gorufuaa	ごるふああ	ゴルフアア	0
goruju	ごるじゅ	ゴルジュ	0
goryoushoukudasai	ごりょうしょうください	ゴリョウショウクダサイ	0
gos	ご	ゴ	2
gosa	ごさ	ゴサ	0
gosai	ごさい	ゴサイ	0
gosan	ごさん	ゴサン	0
gosen	ごせん	ゴセン	0
gosh	ご	ゴ	2
goshi	ごし	ゴシ	0
goshikku	ごしっく	ゴシック	0
goshippu	ごしっぷ	ゴシップ	0
gosho	ごしょ	ゴショ	0
goshoku	ごしょく	ゴショク	0
goshokutsugaesu	ごしょくつがえす	ゴショクツガエス	0
goshujin	ごしゅじん	ゴシュジン	0
goshujinsama	ごしゅじんさま	ゴシュジンサマ	0
gosou	ごそう	ゴソウ	0
gosuperu	ごすぺる	ゴスペル	0
got	ご	ゴ	2
gotai	ごたい	ゴタイ	0
gote	ごて	ゴテ	0
gotehababiro	ごてはばびろ	ゴテハバビロ	0
goten	ごてん	ゴテン	0
goto	ごと	ゴト	0
gotoni	ごとに	ゴトニ	0
gotoshi	ごとし	ゴトシ	0
gou	ごう	ゴウ	0
gouban	ごうばん	ゴウバン	0
gouben	ごうべん	ゴウベン	0
goudatsu	ごうだつ	ゴウダツ	0
goudou	ごうどう	ゴウドウ	0
gougai	ごうがい	ゴウガイ	0
gougi	ごうぎ	ゴウギ	0
gouhan	ごうはん	ゴウハン	0
gouhi	ごうひ	ゴウヒ	0
gouhou	ごうほう	ゴウホウ	0
gouhouteki	ごうほうてき	ゴウホウテキ	0
goui	ごうい	ゴウイ	0
gouin	ごういん	ゴウイン	0
goujou	ごうじょう	ゴウジョウ	0
gouk	ごう	ゴウ	3
gouka	ごうか	ゴウカ	0
goukai	ごうかい	ゴウカイ	0
goukaku	ごうかく	ゴウカク	0
goukei	ごうけい	ゴウケイ	0
gouken	ごうけん	ゴウケン	0
gouketsu	ごうけつ	ゴウケツ	0
goukin	ごうきん	ゴウキン	0
gouky	ごう	ゴウ	3
goukyu	ごうきゅ	ゴウキュ	0
goukyuu	ごうきゅう	ゴウキュウ	0
goukyuuhoukou	ごうきゅうほうこう	ゴウキュウホウコウ	0
gouman	ごうまん	ゴウマン	0
goumon	ごうもん	ゴウモン	0
gourei	ごうれい	ゴウレイ	0
gouri	ごうり	ゴウリ	0
gourika	ごうりか	ゴウリカ	0
gouriteki	ごうりてき	ゴウリテキ	0
gouryoku	ごうりょく	ゴウリョク	0
gouryuu	ごうりゅう	ゴウリュウ	0
gousei	ごうせい	ゴウセイ	0
gouseiseni	ごうせいせに	ゴウセイセニ	0
gouseisenzai	ごうせいせんざい	ゴウセイセンザイ	0
gousen	ごうせん	ゴウセン	0
gousha	ごうしゃ	ゴウシャ	0
goutou	ごうとう	ゴウトウ	0
gouu	ごうう	ゴウウ	0
gouzoku	ごうぞく	ゴウゾク	0
govyi	ごゔぃ	ゴヴィ	0
goyoutei	ごようてい	ゴヨウテイ	0
goz	ご	ゴ	2
goza	ござ	ゴザ	0
gozaimasu	ございます	ゴザイマス	0
goze	ごぜ	ゴゼ	0
gozen	ごぜん	ゴゼン	0
gozenc	ごぜん	ゴゼン	5
gozench	ごぜん	ゴゼン	5
gozenchu	ごぜんちゅ	ゴゼンチュ	0
gozenchuu	ごぜんちゅう	ゴゼンチュウ	0
gozenchuufuseru	ごぜんちゅうふせる	ゴゼンチュウフセル	0
gozonji	ごぞんじ	ゴゾンジ	0
gu	ぐ	グ	0
guai	ぐあい	グアイ	0
guamu	ぐあむ	グアム	0
guatemara	ぐあてまら	グアテマラ	0
guatemarakyouwakoku	ぐあてまらきょうわこく	グアテマラキョウワコク	0
guc	ぐ	グ	2
guch	ぐ	グ	2
guchi	ぐち	グチ	0
guchihagi	ぐちはぎ	グチハギ	0
gudaguda	ぐだぐだ	グダグダ	0
guddo	ぐっど	グッド	0
gun	ぐん	グン	0
gunbai	ぐんばい	グンバイ	0
gunbi	ぐんび	グンビ	0
gunbu	ぐんぶ	グンブ	0
gund	ぐん	グン	3
gunda	ぐんだ	グンダ	0
gundan	ぐんだん	グンダン	0
gundanhakkan	ぐんだんはっかん	グンダンハッカン	0
guni	ぐに	グニ	0
gunji	ぐんじ	グンジ	0
gunjin	ぐんじん	グンジン	0
gunju	ぐんじゅ	グンジュ	0
gunkaku	ぐんかく	グンカク	0
gunkan	ぐんかん	グンカン	0
gunki	ぐんき	グンキ	0
gunkokushugi	ぐんこくしゅぎ	グンコクシュギ	0
gunkou	ぐんこう	グンコウ	0
gunpuku	ぐんぷく	グンプク	0
gunpyou	ぐんぴょう	グンピョウ	0
gunsei	ぐんせい	グンセイ	0
gunshuku	ぐんしゅく	グンシュク	0
gunshuu	ぐんしゅう	グンシュウ	0
guntai	ぐんたい	グンタイ	0
guntou	ぐんとう	グントウ	0
gunyou	ぐにょう	グニョウ	0
gunzoku	ぐんぞく	グンゾク	0
gunzou	ぐんぞう	グンゾウ	0
gur	ぐ	グ	2
gura	ぐら	グラ	0
gurabia	ぐらびあ	グラビア	0
guradeeshon	ぐらでえしょん	グラデエション	0
gurafu	ぐらふ	グラフ	0
gurafyikku	ぐらふぃっく	グラフィック	0
gurafyikkusu	ぐらふぃっくす	グラフィックス	0
guragura	ぐらぐら	グラグラ	0
gurai	ぐらい	グライ	0
guraidaa	ぐらいだあ	グライダア	0
guraiko	ぐらいこ	グライコ	0
guramaa	ぐらまあ	グラマア	0
guramu	ぐらむ	グラム	0
guran	ぐらん	グラン	0
gurande	ぐらんで	グランデ	0
gurando	ぐらんど	グランド	0
gurandopiano	ぐらんどぴあの	グランドピアノ	0
guranpuri	ぐらんぷり	グランプリ	0
gurans	ぐらん	グラン	5
guransu	ぐらんす	グランス	0
guransusaishou	ぐらんすさいしょう	グランスサイショウ	0
gurasu	ぐらす	グラス	0
gurasufuaibaa	ぐらすふあいばあ	グラスフアイバア	0
guratan	ぐらたん	グラタン	0
guraundo	ぐらうんど	グラウンド	0
gure	ぐれ	グレ	0
guree	ぐれえ	グレエ	0
gureedo	ぐれえど	グレエド	0
gureepufuruutsu	ぐれえぷふるうつ	グレエプフルウツ	0
gureeto	ぐれえと	グレエト	0
gureezoon	ぐれえぞおん	グレエゾオン	0
guregorio	ぐれごりお	グレゴリオ	0
gurek	ぐれ	グレ	4
gureko	ぐれこ	グレコ	0
gurekor	ぐれこ	グレコ	6
gurekoro	ぐれころ	グレコロ	0
gurekoroo	ぐれころお	グレコロオ	0
gurekoroom	ぐれころお	グレコロオ	9
gurekorooma	ぐれころおま	グレコロオマ	0
gurekorooman	ぐれころおまん	グレコロオマン	0
gurekoroomans	ぐれころおまん	グレコロオマン	12
gurekoroomansu	ぐれころおまんす	グレコロオマンス	0
gurekoroomansut	ぐれころおまんす	グレコロオマンス	14
gurekoroomansuta	ぐれころおまんすた	グレコロオマンスタ	0
gurekoroomansutai	ぐれころおまんすたい	グレコロオマンスタイ	0
gurekoroomansutair	ぐれころおまんすたい	グレコロオマンスタイ	17
gurekoroomansutairu	ぐれころおまんすたいる	グレコロオマンスタイル	0
gurekoroomansutairusaishu	ぐれころおまんすたいるさいしゅ	グレコロオマンスタイルサイシュ	0
gurentai	ぐれんたい	グレンタイ	0
guriikurabu	ぐりいくらぶ	グリイクラブ	0
guriin	ぐりいん	グリイン	0
guriinfyii	ぐりいんふぃい	グリインフィイ	0
guriinpiisu	ぐりいんぴいす	グリインピイス	0
guriinrando	ぐりいんらんど	グリインランド	0
guriinsukuuru	ぐりいんすくうる	グリインスクウル	0
gurikoogen	ぐりこおげん	グリコオゲン	0
gurinpiisu	ぐりんぴいす	グリンピイス	0
gurippu	ぐりっぷ	グリップ	0
guriru	ぐりる	グリル	0
guro	ぐろ	グロ	0
guroobarizumu	ぐろおばりずむ	グロオバリズム	0
guroobaru	ぐろおばる	グロオバル	0
guroobaruka	ぐろおばるか	グロオバルカ	0
guroobu	ぐろおぶ	グロオブ	0
guroria	ぐろりあ	グロリア	0
gurotesuku	ぐろてすく	グロテスク	0
guruguru	ぐるぐる	グルグル	0
gurume	ぐるめ	グルメ	0
gururi	ぐるり	グルリ	0
gurutto	ぐるっと	グルット	0
guruu	ぐるう	グルウ	0
guruupu	ぐるうぷ	グルウプ	0
guruupuhoomu	ぐるうぷほおむ	グルウプホオム	0
gushou	ぐしょう	グショウ	0
gussuri	ぐっすり	グッスリ	0
gutai	ぐたい	グタイ	0
gutaika	ぐたいか	グタイカ	0
gutaiteki	ぐたいてき	グタイテキ	0
guttari	ぐったり	グッタリ	0
guu	ぐう	グウ	0
guuhatsu	ぐうはつ	グウハツ	0
guuru	ぐうる	グウル	0
guusuu	ぐうすう	グウスウ	0
guuzen	ぐうぜん	グウゼン	0
guuzou	ぐうぞう	グウゾウ	0
guvyo	ぐゔょ	グヴョ	0
guzuguzu	ぐずぐず	グズグズ	0
guzzu	ぐっず	グッズ	0
gwa	ぐぁ	グァ	0
gwavyu	ぐぁゔゅ	グァヴュ	0
gwe	ぐぇ	グェ	0
gwewa	ぐぇわ	グェワ	0
gwi	ぐぃ	グィ	0
gwiwe	ぐぃうぇ	グィウェ	0
gwo	ぐぉ	グォ	0
gwowha	ぐぉうぁ	グォウァ	0
gwu	ぐぅ	グゥ	0
gwuwhe	ぐぅうぇ	グゥウェ	0
gy			0
gya	ぎゃ	ギャ	0
gyagu	ぎゃぐ	ギャグ	0
gyak	ぎゃ	ギャ	3
gyakk	ぎゃ	ギャ	3
gyakky	ぎゃ	ギャ	3
gyakkyo	ぎゃっきょ	ギャッキョ	0
gyakkyou	ぎゃっきょう	ギャッキョウ	0
gyakkyoudokusatsu	ぎゃっきょうどくさつ	ギャッキョウドクサツ	0
gyaku	ぎゃく	ギャク	0
gyakufuu	ぎゃくふう	ギャクフウ	0
gyakukouka	ぎゃくこうか	ギャクコウカ	0
gyakumodori	ぎゃくもどり	ギャクモドリ	0
gyakusatsu	ぎゃくさつ	ギャクサツ	0
gyakusetsu	ぎゃくせつ	ギャクセツ	0
gyakushuu	ぎゃくしゅう	ギャクシュウ	0
gyakutai	ぎゃくたい	ギャクタイ	0
gyakute	ぎゃくて	ギャクテ	0
gyakuten	ぎゃくてん	ギャクテン	0
gyakutengachi	ぎゃくてんがち	ギャクテンガチ	0
gyakuyunyuu	ぎゃくゆにゅう	ギャクユニュウ	0
gyanburaa	ぎゃんぶらあ	ギャンブラア	0
gyanburu	ぎゃんぶる	ギャンブル	0
gyangu	ぎゃんぐ	ギャング	0
gyappu	ぎゃっぷ	ギャップ	0
gyara	ぎゃら	ギャラ	0
gyararii	ぎゃらりい	ギャラリイ	0
gyaroppinguinfure	ぎゃろっぴんぐいんふれ	ギャロッピングインフレ	0
gyaru	ぎゃる	ギャル	0
gyaruson	ぎゃるそん	ギャルソン	0
gyawhi	ぎゃうぃ	ギャウィ	0
gye	ぎぇ	ギェ	0
gyewho	ぎぇうぉ	ギェウォ	0
gyi	ぎぃ	ギィ	0
gyiwhu	ぎぃう	ギィウ	0
gyo	ぎょ	ギョ	0
gyoen	ぎょえん	ギョエン	0
gyogun	ぎょぐん	ギョグン	0
gyogyou	ぎょぎょう	ギョギョウ	0
gyojou	ぎょじょう	ギョジョウ	0
gyok	ぎょ	ギョ	3
gyokai	ぎょかい	ギョカイ	0
gyokairui	ぎょかいるい	ギョカイルイ	0
gyokaku	ぎょかく	ギョカク	0
gyokou	ぎょこう	ギョコウ	0
gyoku	ぎょく	ギョク	0
gyokus	ぎょく	ギョク	5
gyokusa	ぎょくさ	ギョクサ	0
gyokusai	ぎょくさい	ギョクサイ	0
gyokusainouritsu	ぎょくさいのうりつ	ギョクサイノウリツ	0
gyomin	ぎょみん	ギョミン	0
gyoniku	ぎょにく	ギョニク	0
gyooza	ぎょおざ	ギョオザ	0
gyorai	ぎょらい	ギョライ	0
gyorui	ぎょるい	ギョルイ	0
gyosen	ぎょせん	ギョセン	0
gyoson	ぎょそん	ギョソン	0
gyotto	ぎょっと	ギョット	0
gyou	ぎょう	ギョウ	0
gyougi	ぎょうぎ	ギョウギ	0
gyouji	ぎょうじ	ギョウジ	0
gyoukai	ぎょうかい	ギョウカイ	0
gyoukaku	ぎょうかく	ギョウカク	0
gyoukan	ぎょうかん	ギョウカン	0
gyouko	ぎょうこ	ギョウコ	0
gyoumu	ぎょうむ	ギョウム	0
gyouretsu	ぎょうれつ	ギョウレツ	0
gyousei	ぎょうせい	ギョウセイ	0
gyouseikikan	ぎょうせいきかん	ギョウセイキカン	0
gyouseishobun	ぎょうせいしょぶん	ギョウセイショブン	0
gyouseisoshou	ぎょうせいそしょう	ギョウセイソショウ	0
gyouseki	ぎょうせき	ギョウセキ	0
gyousha	ぎょうしゃ	ギョウシャ	0
gyoushi	ぎょうし	ギョウシ	0
gyoushu	ぎょうしゅ	ギョウシュ	0
gyoushuku	ぎょうしゅく	ギョウシュク	0
gyouten	ぎょうてん	ギョウテン	0
gyowi	ぎょうぃ	ギョウィ	0
gyu	ぎゅ	ギュ	0
gyutto	ぎゅっと	ギュット	0
gyuudon	ぎゅうどん	ギュウドン	0
gyuugyuu	ぎゅうぎゅう	ギュウギュウ	0
gyuuho	ぎゅうほ	ギュウホ	0
gyuuniku	ぎゅうにく	ギュウニク	0
gyuunyuu	ぎゅうにゅう	ギュウニュウ	0
gyuusha	ぎゅうしゃ	ギュウシャ	0
gyuwo	ぎゅを	ギュヲ	0
h			0
ha	は	ハ	0
haabaa	はあばあ	ハアバア	0
haabu	はあぶ	ハアブ	0
haado	はあど	ハアド	0
haadoboirudo	はあどぼいるど	ハアドボイルド	0
haadodeisuku	はあどでいすく	ハアドデイスク	0
haadokabaa	はあどかばあ	ハアドカバア	0
haadorokku	はあどろっく	ハアドロック	0
haadoru	はあどる	ハアドル	0
haadotoppu	はあどとっぷ	ハアドトップ	0
haadouea	はあどうえあ	ハアドウエア	0
haafu	はあふ	ハアフ	0
haafutaimu	はあふたいむ	ハアフタイム	0
haaku	はあく	ハアク	0
haamonii	はあもにい	ハアモニイ	0
haamonika	はあもにか	ハアモニカ	0
haapu	はあぷ	ハアプ	0
haaraadaabii	はあらあだあびい	ハアラアダアビイ	0
haaremu	はあれむ	ハアレム	0
haato	はあと	ハアト	0
hab	は	ハ	2
haba	はば	ハバ	0
hababiro	はばびろ	ハバビロ	0
habahiro	はばひろ	ハバヒロ	0
habahiroi	はばひろい	ハバヒロイ	0
habam	はば	ハバ	4
habamu	はばむ	ハバム	0
habamukoushikisen	はばむこうしきせん	ハバムコウシキセン	0
habatsu	はばつ	ハバツ	0
habikoru	はびこる	ハビコル	0
habuku	はぶく	ハブク	0
haburashi	はぶらし	ハブラシ	0
hachi	はち	ハチ	0
hachibuonpu	はちぶおんぷ	ハチブオンプ	0
hachigatsu	はちがつ	ハチガツ	0
hachijuu	はちじゅう	ハチジュウ	0
hachimaki	はちまき	ハチマキ	0
hachiman	はちまん	ハチマン	0
hachimitsu	はちみつ	ハチミツ	0
hachiue	はちうえ	ハチウエ	0
hachou	はちょう	ハチョウ	0
hachuurui	はちゅうるい	ハチュウルイ	0
hada	はだ	ハダ	0
hadagi	はだぎ	ハダギ	0
hadairo	はだいろ	ハダイロ	0
hadaka	はだか	ハダカ	0
hadasamui	はださむい	ハダサムイ	0
hadashi	はだし	ハダシ	0
hadazawari	はだざわり	ハダザワリ	0
hade	はで	ハデ	0
hadome	はどめ	ハドメ	0
hae	はえ	ハエ	0
haenuki	はえぬき	ハエヌキ	0
haeru	はえる	ハエル	0
hag	は	ハ	2
haga	はが	ハガ	0
hagak	はが	ハガ	4
hagaki	はがき	ハガキ	0
hagakinoizu	はがきのいず	ハガキノイズ	0
hagane	はがね	ハガネ	0
hagareru	はがれる	ハガレル	0
hagasu	はがす	ハガス	0
hagay	はが	ハガ	4
hagayu	はがゆ	ハガユ	0
hagayui	はがゆい	ハガユイ	0
hagayuiyouken	はがゆいようけん	ハガユイヨウケン	0
hage	はげ	ハゲ	0
hagemashi	はげまし	ハゲマシ	0
hagemasu	はげます	ハゲマス	0
hagemi	はげみ	ハゲミ	0
hagemu	はげむ	ハゲム	0
hageru	はげる	ハゲル	0
hageshii	はげしい	ハゲシイ	0
hagi	はぎ	ハギ	0
hagire	はぎれ	ハギレ	0
hagoromo	はごろも	ハゴロモ	0
hagotae	はごたえ	ハゴタエ	0
hagu	はぐ	ハグ	0
hagukumu	はぐくむ	ハグクム	0
hagureru	はぐれる	ハグレル	0
haguruma	はぐるま	ハグルマ	0
haha	はは	ハハ	0
hahakata	ははかた	ハハカタ	0
hahaoya	ははおや	ハハオヤ	0
hahei	はへい	ハヘイ	0
hahen	はへん	ハヘン	0
hahha	はっは	ハッハ	0
hai	はい	ハイ	0
haian	はいあん	ハイアン	0
haibi	はいび	ハイビ	0
haibijon	はいびじょん	ハイビジョン	0
